,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
198,WP_000482901.1,WP_056572674.1,41.007,139,81,1,2,140,1,138,9.789999999999999e-30,109.0,56.12,1736541,Variovorax sp. Root473
199,WP_000482901.1,WP_018906510.1,41.429,140,75,3,2,138,1,136,9.9e-30,109.0,57.86,34073,Variovorax paradoxus
200,WP_152071828.1,WP_091813797.1,40.972,720,404,11,11,718,14,724,2.1e-176,526.0,60.14,28220,Brachymonas denitrificans
201,WP_152071828.1,WP_105748350.1,38.936,714,391,10,16,698,25,724,6.65e-155,471.0,57.0,263067,Malikia granosa
202,WP_152071828.1,WP_108330736.1,38.504,722,390,15,31,716,27,730,6.09e-153,466.0,57.89,1100699,Limnohabitans sp. 2KL-1
203,WP_152071828.1,WP_135264627.1,37.348,739,417,11,17,720,17,744,2.43e-152,464.0,56.29,204072,Ramlibacter henchirensis
204,WP_152071828.1,WP_105731097.1,38.149,713,398,8,16,698,25,724,7.539999999999999e-150,459.0,57.5,86180,Malikia spinosa
205,WP_152071828.1,WP_161125686.1,38.418,708,403,9,16,698,25,724,1.1100000000000001e-148,456.0,58.05,86180,Malikia spinosa
206,WP_152071828.1,WP_208511625.1,36.326,724,429,9,18,715,21,738,6.12e-148,453.0,56.49,34073,Variovorax paradoxus
207,WP_152071828.1,WP_011802501.1,36.115,731,407,10,30,719,33,744,1.7599999999999999e-146,449.0,55.68,216465,Polaromonas naphthalenivorans
208,WP_152071828.1,WP_168921579.1,36.515,723,426,11,16,715,26,738,6.52e-146,448.0,56.15,37448,Polaromonas vacuolata
209,WP_152071828.1,WP_201676800.1,37.378,717,412,11,27,716,35,741,7.68e-146,448.0,55.37,1926872,Ramlibacter monticola
210,WP_152071828.1,WP_196864129.1,37.073,731,411,12,16,715,20,732,4.36e-145,446.0,56.36,2638319,unclassified Polaromonas
211,WP_152071828.1,WP_026780480.1,37.861,692,399,11,31,698,36,720,7.24e-145,445.0,57.66,1305734,Polaromonas sp. EUR3 1.2.1
212,WP_152071828.1,WP_092696589.1,37.551,735,402,12,16,715,20,732,1.29e-144,445.0,56.05,592050,Acidovorax soli
213,WP_152071828.1,WP_162576927.1,36.07,743,430,13,10,715,5,739,4.29e-144,443.0,55.99,434009,Variovorax sp. PBL-H6
214,WP_152071828.1,WP_084523031.1,34.747,731,439,10,15,716,31,752,5.75e-143,441.0,54.99,198706,Lampropedia hyalina
215,WP_152071828.1,WP_087745772.1,37.255,714,419,10,8,698,12,719,1.0199999999999999e-142,440.0,56.44,2684926,unclassified Acidovorax
216,WP_152071828.1,WP_034359172.1,35.034,745,443,15,4,715,11,747,3.23e-142,439.0,54.63,283,Comamonas
217,WP_152071828.1,WP_068684771.1,36.264,728,433,10,14,715,18,740,3.85e-142,438.0,55.77,663243,unclassified Variovorax
218,WP_152071828.1,WP_108378127.1,36.602,724,413,11,7,698,13,722,5.02e-142,438.0,57.04,1100726,Limnohabitans sp. WS1
219,WP_152071828.1,WP_196996183.1,36.464,724,422,13,5,698,6,721,9.82e-142,437.0,56.49,2792224,Diaphorobacter sp. JS3051
220,WP_152071828.1,WP_089957999.1,36.464,724,414,11,7,698,13,722,1.43e-141,437.0,57.32,1100700,Limnohabitans sp. 2KL-3
221,WP_152071828.1,WP_184529059.1,34.658,730,440,12,17,717,21,742,5.92e-141,435.0,55.07,663243,unclassified Variovorax
222,WP_152071828.1,WP_162583144.1,36.376,723,428,10,16,713,19,734,5.93e-141,435.0,55.19,434008,Variovorax sp. PBS-H4
223,WP_152071828.1,WP_201693323.1,35.177,705,430,8,16,698,24,723,7.94e-141,435.0,56.6,2039631,Ramlibacter alkalitolerans
224,WP_152071828.1,WP_108414598.1,37.787,696,385,10,37,698,26,707,1.0099999999999999e-140,434.0,57.04,1977909,Limnohabitans sp. Jir72
225,WP_152071828.1,WP_029525634.1,36.202,732,421,13,16,716,20,736,2.1699999999999997e-140,434.0,56.42,866564,Polaromonas glacialis
226,WP_152071828.1,WP_157397741.1,35.804,715,421,9,11,698,24,727,3.57e-140,434.0,56.64,2617605,unclassified Ramlibacter
227,WP_152071828.1,WP_188471061.1,37.675,714,409,13,30,715,29,734,4.0299999999999997e-140,433.0,55.74,1211803,Comamonas phosphati
228,WP_152071828.1,WP_086924585.1,36.027,730,409,13,23,713,26,736,5.229999999999999e-140,432.0,54.38,1851577,Variovorax sp. JS1663
229,WP_152071828.1,WP_055896718.1,35.359,724,434,11,16,715,22,735,5.8e-140,433.0,56.49,1736365,Ramlibacter sp. Leaf400
230,WP_152071828.1,WP_093076697.1,36.401,728,430,10,16,715,20,742,1.37e-139,432.0,56.46,1882777,Variovorax sp. OV084
231,WP_152071828.1,WP_093053297.1,36.401,728,430,10,16,715,20,742,1.45e-139,432.0,56.46,663243,unclassified Variovorax
232,WP_152071828.1,WP_130368354.1,33.882,729,449,12,17,717,28,751,1.77e-139,432.0,56.52,663243,unclassified Variovorax
233,WP_152071828.1,WP_097197392.1,36.401,728,430,10,16,715,20,742,1.85e-139,432.0,56.46,1884383,Variovorax sp. YR752
234,WP_152071828.1,WP_043371476.1,35.061,733,435,15,16,715,23,747,3.05e-139,431.0,54.57,285,Comamonas testosteroni
235,WP_152071828.1,WP_055803689.1,36.15,722,426,12,27,718,31,747,3.92e-139,431.0,55.68,1736513,Variovorax sp. Root318D1
236,WP_152071828.1,WP_011802563.1,36.525,731,415,11,16,715,19,731,1.16e-138,429.0,55.95,216465,Polaromonas naphthalenivorans
237,WP_152071828.1,WP_176665711.1,36.167,741,436,12,6,714,5,740,1.17e-138,429.0,55.06,2587117,Variovorax sp. SG517
238,WP_152071828.1,WP_125948709.1,37.241,725,422,12,18,714,22,741,1.44e-138,429.0,56.0,663243,unclassified Variovorax
239,WP_152071828.1,WP_093376085.1,34.247,730,445,11,17,717,27,750,1.99e-138,429.0,55.89,1882825,Variovorax sp. OV329
240,WP_152071828.1,WP_201177237.1,35.034,745,439,11,5,716,12,744,3.08e-138,428.0,53.96,502333,Ramlibacter ginsenosidimutans
241,WP_152071828.1,WP_093106655.1,35.586,725,432,11,16,713,22,738,3.33e-138,428.0,55.72,1882774,Variovorax sp. CF079
242,WP_152071828.1,WP_068835517.1,35.764,713,427,11,10,698,14,719,5.659999999999999e-138,427.0,56.94,457502,Polaromonas jejuensis
243,WP_152071828.1,WP_082517590.1,35.901,727,432,11,16,715,28,747,6.049999999999999e-138,427.0,55.02,1736513,Variovorax sp. Root318D1
244,WP_152071828.1,WP_013539555.1,36.0,750,442,12,2,718,5,749,6.539999999999999e-138,427.0,54.93,34073,Variovorax paradoxus
245,WP_152071828.1,WP_088958059.1,34.455,743,451,12,1,715,5,739,6.629999999999999e-138,427.0,54.24,1034889,Variovorax sp. HW608
246,WP_152071828.1,WP_125964971.1,35.294,731,435,13,16,717,29,750,1.48e-137,427.0,53.9,2496117,Variovorax beijingensis
247,WP_152071828.1,WP_196869243.1,35.366,738,424,13,17,715,20,743,2.86e-137,426.0,54.61,2787730,Polaromonas sp. CG_9.11
248,WP_152071828.1,WP_168109836.1,36.197,710,426,8,11,698,21,725,4.779999999999999e-137,425.0,55.35,2606681,Ramlibacter lithotrophicus
249,WP_152071828.1,WP_183024509.1,34.2,731,442,11,14,715,18,738,6.93e-137,425.0,54.99,1862326,Variovorax sp. UMC13
250,WP_152071828.1,WP_176660253.1,35.686,751,437,13,7,718,6,749,7.65e-137,425.0,54.86,2587118,Variovorax sp. SG533
251,WP_152071828.1,WP_126838246.1,35.213,727,432,11,16,713,23,739,1.4699999999999999e-136,424.0,55.43,2495593,Variovorax sp. MHTC-1
252,WP_152071828.1,WP_038212309.1,35.502,707,427,10,16,698,24,725,3.1599999999999998e-136,423.0,55.16,151755,Xenophilus azovorans
253,WP_152071828.1,WP_162588187.1,34.278,741,448,11,6,717,8,738,3.99e-136,423.0,55.33,662548,Variovorax sp. RA8
254,WP_152071828.1,WP_183028202.1,36.99,711,417,9,11,698,14,716,4.67e-136,422.0,56.96,1862326,Variovorax sp. UMC13
255,WP_152071828.1,WP_068678306.1,34.953,741,437,15,6,713,8,736,7.5e-136,422.0,56.14,663243,unclassified Variovorax
256,WP_152071828.1,WP_093160594.1,33.778,749,456,13,1,717,5,745,8.1e-136,422.0,54.07,1882828,Variovorax sp. YR216
257,WP_152071828.1,WP_169417946.1,35.922,721,420,13,18,715,36,737,8.63e-136,422.0,55.62,2728837,Ramlibacter sp. G-1-2-2
258,WP_152071828.1,WP_126184157.1,35.897,741,438,12,6,714,5,740,5.0399999999999997e-135,420.0,54.93,1705714,Variovorax sp. 369
259,WP_152071828.1,WP_206177361.1,35.887,744,435,12,10,718,13,749,7.33e-135,420.0,54.7,2681552,Variovorax sp. RKNM96
260,WP_152071828.1,WP_126022451.1,35.762,741,439,11,6,714,5,740,9.78e-135,419.0,54.66,1775474,Variovorax guangxiensis
261,WP_152071828.1,WP_093443199.1,35.333,750,442,12,7,718,5,749,1.26e-134,419.0,54.27,1566271,Variovorax sp. 770b2
262,WP_152071828.1,WP_042582734.1,35.067,750,444,13,7,718,5,749,1.33e-134,419.0,54.93,34073,Variovorax paradoxus
263,WP_152071828.1,WP_086920902.1,34.225,748,451,12,1,717,1,738,1.39e-134,419.0,54.55,1851577,Variovorax sp. JS1663
264,WP_152071828.1,WP_204579961.1,34.085,710,430,10,16,698,22,720,2.22e-134,418.0,54.51,1783360,Comamonas sediminis
265,WP_152071828.1,WP_184640422.1,35.628,741,440,12,6,714,5,740,2.4199999999999997e-134,418.0,54.79,1775474,Variovorax guangxiensis
266,WP_152071828.1,WP_145760288.1,35.762,741,439,12,6,714,5,740,2.6699999999999996e-134,418.0,54.93,2587049,Variovorax sp. 1180
267,WP_152071828.1,WP_062361987.1,34.362,745,451,13,4,717,13,750,2.7599999999999996e-134,418.0,53.83,34073,Variovorax paradoxus
268,WP_152071828.1,WP_106558614.1,33.919,740,446,13,6,713,8,736,5.55e-134,417.0,55.54,1105204,Variovorax sp. WS11
269,WP_152071828.1,WP_077000907.1,34.818,741,438,15,6,713,8,736,5.55e-134,417.0,55.47,1855728,Variovorax sp. KK3
270,WP_152071828.1,WP_145892352.1,36.056,710,416,10,16,698,5,703,5.56e-134,417.0,54.93,2596921,Caenimonas sp. HX-9-20
271,WP_152071828.1,WP_162582214.1,34.278,741,442,14,6,713,8,736,5.8e-134,417.0,56.14,434008,Variovorax sp. PBS-H4
272,WP_152071828.1,WP_187052749.1,35.901,727,431,10,16,715,23,741,1.48e-133,416.0,54.61,2762323,Variovorax sp. PAMC28562
273,WP_152071828.1,WP_132733062.1,34.239,736,445,14,13,717,21,748,2.5e-133,416.0,56.39,2135732,Variovorax sp. BT01
274,WP_152071828.1,WP_051953446.1,33.609,726,452,11,15,715,23,743,3.45e-133,416.0,55.1,151755,Xenophilus azovorans
275,WP_152071828.1,WP_132800201.1,35.628,741,440,12,6,714,5,740,4.8100000000000005e-133,415.0,54.79,2512126,Variovorax sp. BK370
276,WP_152071828.1,WP_184605871.1,35.628,741,440,12,6,714,5,740,7e-133,414.0,54.79,2586973,Variovorax sp. BK613
277,WP_152071828.1,WP_123299422.1,34.037,711,431,9,17,698,22,723,1.1000000000000001e-132,414.0,56.26,2485130,Comamonas sp. BIGb0124
278,WP_152071828.1,WP_084241738.1,33.705,718,436,12,10,698,19,725,3.04e-132,413.0,55.71,376815,Variovorax soli
279,WP_152071828.1,WP_093019992.1,35.09,721,435,10,27,718,30,746,5.11e-132,412.0,55.62,1882826,Variovorax sp. OV700
280,WP_152071828.1,WP_140844314.1,36.671,709,415,11,16,698,23,723,6.56e-132,412.0,56.84,34072,Variovorax
281,WP_152071828.1,WP_157612561.1,34.316,746,453,11,6,718,5,746,6.74e-132,412.0,55.76,34073,Variovorax paradoxus
282,WP_152071828.1,WP_130426533.1,35.877,747,440,13,6,718,5,746,7.19e-132,412.0,55.02,2512152,Variovorax sp. BK460
283,WP_152071828.1,WP_012747073.1,34.713,749,443,14,4,717,13,750,7.650000000000001e-132,412.0,52.34,34073,Variovorax paradoxus
284,WP_152071828.1,WP_201676815.1,34.497,716,434,9,9,698,16,722,8.08e-132,412.0,53.49,1926872,Ramlibacter monticola
285,WP_152071828.1,WP_162576268.1,33.738,741,446,14,6,713,8,736,8.840000000000001e-132,411.0,55.6,434009,Variovorax sp. PBL-H6
286,WP_152071828.1,WP_093206817.1,35.358,741,442,12,6,714,5,740,2.2199999999999999e-131,410.0,54.66,1884384,Variovorax sp. YR750
287,WP_152071828.1,WP_093301267.1,35.493,741,441,12,6,714,5,740,2.4999999999999997e-131,410.0,54.66,1679495,Variovorax gossypii
288,WP_152071828.1,WP_022775523.1,35.507,690,419,7,31,698,42,727,3.24e-131,410.0,55.36,1436290,Candidatus Symbiobacter mobilis
289,WP_152071828.1,WP_198787928.1,35.445,742,441,11,10,718,13,749,5.79e-131,409.0,54.45,2779370,Variovorax sp. IB41
290,WP_152071828.1,WP_029526631.1,35.852,728,426,13,17,711,20,739,7.61e-131,409.0,55.77,866564,Polaromonas glacialis
291,WP_152071828.1,WP_080966553.1,34.143,741,443,14,13,719,25,754,9.72e-131,409.0,53.58,34073,Variovorax paradoxus
292,WP_152071828.1,WP_121693987.1,34.516,733,441,12,13,715,21,744,1.29e-130,409.0,54.3,2282216,Xenophilus sp. E41
293,WP_152071828.1,WP_132751880.1,35.628,741,440,12,6,714,5,740,1.43e-130,409.0,54.93,2512132,Variovorax sp. BK151
294,WP_152071828.1,WP_126745561.1,34.048,746,455,11,6,718,5,746,1.7300000000000001e-130,408.0,55.5,2495592,Variovorax sp. DXTD-1
295,WP_152071828.1,WP_019657988.1,35.628,741,440,12,6,714,5,740,2.75e-130,408.0,54.79,34073,Variovorax paradoxus
296,WP_152071828.1,WP_093011682.1,35.813,726,432,11,17,715,29,747,2.85e-130,408.0,54.41,1882826,Variovorax sp. OV700
297,WP_152071828.1,WP_153012723.1,35.102,735,437,12,16,717,14,741,7.93e-130,406.0,54.42,433924,Pseudacidovorax intermedius
298,WP_152071828.1,WP_143476334.1,35.609,747,427,12,11,717,11,743,1.0700000000000001e-129,406.0,53.68,1907403,Pseudacidovorax sp. RU35E
299,WP_152071828.1,WP_140843338.1,33.104,728,448,10,17,715,21,738,1.2200000000000002e-129,406.0,52.88,34072,Variovorax
300,WP_000058480.1,WP_168109861.1,34.679,421,274,1,1,421,1,420,7.74e-85,274.0,57.48,2606681,Ramlibacter lithotrophicus
301,WP_000058480.1,WP_026780489.1,27.862,463,323,7,6,464,2,457,1.41e-53,192.0,51.84,1305734,Polaromonas sp. EUR3 1.2.1
302,WP_000058480.1,WP_165908717.1,26.185,401,293,2,6,406,2,399,1.43e-44,167.0,49.38,215580,Schlegelella thermodepolymerans
303,WP_000058480.1,WP_170067432.1,26.185,401,293,2,6,406,2,399,1.7900000000000001e-44,167.0,49.38,215580,Schlegelella thermodepolymerans
304,WP_000058480.1,WP_170168084.1,26.891,476,320,8,2,464,15,475,1.46e-39,154.0,47.69,545864,Pseudorhodoferax soli
305,WP_000058480.1,WP_051616000.1,24.18,488,336,7,5,474,9,480,4.760000000000001e-37,147.0,46.72,1305734,Polaromonas sp. EUR3 1.2.1
306,WP_000058480.1,WP_159606404.1,25.115,434,286,8,5,421,9,420,1.1500000000000001e-35,143.0,47.93,434010,Hydrogenophaga sp. PBL-H3
307,WP_000058480.1,WP_056656647.1,25.255,392,279,6,2,387,11,394,1.88e-35,142.0,49.23,1736315,Pseudorhodoferax sp. Leaf265
308,WP_000058480.1,WP_145546202.1,24.402,418,294,7,2,413,28,429,4.12e-34,139.0,48.8,436515,Variovorax boronicumulans
309,WP_000058480.1,WP_105730057.1,26.551,403,281,5,1,399,1,392,2.3e-32,134.0,48.39,86180,Malikia spinosa
310,WP_000058480.1,WP_029524315.1,28.909,339,218,7,3,330,4,330,1.12e-31,132.0,53.39,866564,Polaromonas glacialis
311,WP_000058480.1,WP_189690565.1,25.0,388,279,5,5,387,6,386,4.7e-31,130.0,45.88,747304,Pseudorhodoferax aquiterrae
312,WP_000058480.1,WP_157214604.1,27.811,338,223,5,3,330,6,332,7.49e-31,130.0,50.59,1144318,Polaromonas sp. CF318
313,WP_000058480.1,WP_210544212.1,28.382,377,252,5,4,373,29,394,2.02e-30,128.0,46.42,2822760,Rhodoferax sp. PAMC29310
314,WP_000058480.1,WP_011463015.1,22.951,488,342,7,5,474,9,480,2.3699999999999997e-30,128.0,45.7,192843,Rhodoferax ferrireducens
315,WP_000058480.1,WP_074575476.1,27.941,340,220,7,3,330,4,330,3e-30,128.0,51.76,296591,Polaromonas sp. JS666
316,WP_000058480.1,WP_182326445.1,24.642,349,259,3,5,352,3,348,7.63e-30,126.0,48.14,1562974,Comamonas piscis
317,WP_000058480.1,WP_196863491.1,28.443,334,226,6,3,330,4,330,1.8100000000000002e-29,125.0,52.99,2638319,unclassified Polaromonas
318,WP_000058480.1,WP_087496544.1,27.164,335,231,6,2,330,3,330,2.2200000000000002e-29,125.0,51.94,1844971,Curvibacter sp. AEP1-3
319,WP_000058480.1,WP_005793207.1,26.988,415,284,10,2,408,4,407,3.09e-29,125.0,47.71,47920,Acidovorax delafieldii
320,WP_000058480.1,WP_077563319.1,26.316,380,264,5,2,374,16,386,7.58e-29,124.0,47.11,1945857,Polaromonas sp. C04
321,WP_000058480.1,WP_114465817.1,25.189,397,293,3,2,398,3,395,2.13e-28,122.0,49.62,545864,Pseudorhodoferax soli
322,WP_000058480.1,WP_162258064.1,24.112,394,289,7,2,392,3,389,1.9500000000000002e-27,120.0,46.19,1736490,Hydrogenophaga sp. Root209
323,WP_000058480.1,WP_011482822.1,28.152,341,220,7,2,330,5,332,4.130000000000001e-27,119.0,51.91,296591,Polaromonas sp. JS666
324,WP_000058480.1,WP_133604618.1,27.1,369,262,3,18,386,38,399,1.04e-26,117.0,48.24,582607,Kinneretia asaccharophila
325,WP_000058480.1,WP_036810983.1,27.327,333,231,4,3,330,4,330,1.8e-26,117.0,52.25,2787730,Polaromonas sp. CG_9.11
326,WP_000058480.1,WP_092131632.1,26.901,342,227,6,3,332,4,334,2.08e-25,114.0,49.71,1855301,Polaromonas sp. YR568
327,WP_000058480.1,WP_056195861.1,25.0,336,238,6,20,349,17,344,2.82e-25,113.0,53.27,1736434,Pelomonas sp. Root1237
328,WP_000058480.1,WP_198673120.1,27.247,356,246,6,48,398,6,353,3.78e-25,112.0,49.72,2213010,Simplicispira lacusdiani
329,WP_000058480.1,WP_057299956.1,25.073,343,241,6,20,355,17,350,1.7e-24,111.0,51.02,1736430,Pelomonas sp. Root1217
330,WP_000058480.1,WP_106445451.1,25.203,369,263,6,1,363,1,362,2.5599999999999997e-24,110.0,45.8,2109915,Simplicispira suum
331,WP_000058480.1,WP_077591791.1,27.928,333,229,4,3,330,4,330,5.0099999999999994e-24,110.0,53.15,1944133,Polaromonas sp. A23
332,WP_000058480.1,WP_076201896.1,22.271,458,331,10,31,477,27,470,5.7099999999999996e-24,109.0,46.51,1842727,Rhodoferax koreense
333,WP_000058480.1,WP_192673372.1,25.46,326,232,4,2,322,5,324,6.04e-24,109.0,48.16,2663806,Ramlibacter sp. OAE822
334,WP_000058480.1,WP_088481673.1,23.754,341,248,5,20,355,17,350,2.4599999999999996e-23,107.0,51.91,431059,Pelomonas puraquae
335,WP_000058480.1,WP_114971773.1,23.5,400,289,4,2,386,4,401,3.5199999999999994e-23,107.0,45.25,2109322,Rhodoferax sp. OTU1
336,WP_000058480.1,WP_199595381.1,28.824,340,211,9,2,326,4,327,3.5699999999999997e-23,107.0,48.82,2663801,Pelomonas sp. OAE585
337,WP_000058480.1,WP_135283088.1,21.693,378,280,2,26,396,28,396,2.63e-22,104.0,44.18,1781167,Ramlibacter rhizophilus
338,WP_000058480.1,WP_142140778.1,20.611,393,297,6,1,387,1,384,1.2200000000000001e-21,102.0,47.33,2768435,Acidovorax sp. SLBN-42
339,WP_000058480.1,WP_055892617.1,25.155,322,238,2,2,322,5,324,1.41e-21,102.0,47.2,1736365,Ramlibacter sp. Leaf400
340,WP_000058480.1,WP_195797346.1,23.795,332,237,6,9,334,11,332,5.5000000000000005e-21,100.0,47.59,2714952,Kinneretia sp. DAIF2
341,WP_000058480.1,WP_082524784.1,22.384,411,296,7,2,402,18,415,8.63e-21,100.0,45.01,1736318,Pseudorhodoferax sp. Leaf274
342,WP_000058480.1,WP_135262073.1,23.913,322,242,2,2,322,5,324,1.06e-20,100.0,46.89,204072,Ramlibacter henchirensis
343,WP_000058480.1,WP_119047142.1,22.981,483,349,10,20,490,17,488,1.15e-20,99.8,45.55,2135721,Pelomonas sp. BT06
344,WP_000058480.1,WP_135285547.1,26.901,342,226,9,2,332,8,336,2.96e-20,98.6,48.54,1781167,Ramlibacter rhizophilus
345,WP_000058480.1,WP_056181926.1,24.242,330,234,6,26,349,25,344,3.15e-20,98.6,48.48,1736316,Pseudorhodoferax sp. Leaf267
346,WP_000058480.1,WP_162849537.1,24.405,336,243,4,2,332,3,332,3.46e-20,98.6,47.02,582607,Kinneretia asaccharophila
347,WP_000058480.1,WP_057299965.1,24.217,351,244,7,21,361,18,356,3.59e-20,98.2,50.43,1736430,Pelomonas sp. Root1217
348,WP_000058480.1,WP_122957066.1,25.948,343,231,6,2,332,3,334,3.9e-20,98.6,48.98,2638319,unclassified Polaromonas
349,WP_000058480.1,WP_076199069.1,23.035,369,269,4,31,391,47,408,4.69e-20,98.2,43.9,1842727,Rhodoferax koreense
350,WP_000058480.1,WP_056195836.1,24.217,351,244,7,21,361,18,356,4.72e-20,98.2,50.14,1736434,Pelomonas sp. Root1237
351,WP_000058480.1,WP_027994484.1,23.515,404,295,5,2,400,3,397,1.08e-19,97.1,43.32,80882,Simplicispira psychrophila
352,WP_000058480.1,WP_186329663.1,22.256,328,243,3,26,349,6,325,1.26e-19,96.7,46.04,436515,Variovorax boronicumulans
353,WP_000058480.1,WP_075585643.1,21.727,359,263,5,4,355,10,357,2.97e-19,95.5,43.45,81479,Rhodoferax antarcticus
354,WP_000058480.1,WP_078365133.1,20.971,453,330,7,4,436,10,454,3.31e-19,95.5,42.6,28066,Rhodoferax fermentans
355,WP_000058480.1,WP_137918845.1,23.077,325,233,3,31,342,28,348,1.11e-18,94.0,43.08,2502187,Hydrogenophaga sp. 2FB
356,WP_000058480.1,WP_172823089.1,20.312,448,319,8,3,426,1,434,1.58e-18,93.6,44.42,1842537,Hydrogenophaga sp. RAC07
357,WP_000058480.1,WP_180126208.1,20.556,360,274,3,1,356,7,358,3.06e-18,92.4,42.5,2576062,Rhodoferax sp. BLA1
358,WP_000058480.1,WP_082792985.1,23.03,330,250,3,3,331,16,342,3.2e-18,92.8,49.39,94132,Ramlibacter tataouinensis
359,WP_000058480.1,WP_200787211.1,25.22,341,233,8,2,332,8,336,4.15e-18,92.0,48.09,2795217,Ramlibacter sp. CrO1
360,WP_000058480.1,WP_082550767.1,23.198,444,315,9,3,435,7,435,6.14e-18,91.7,42.34,1736315,Pseudorhodoferax sp. Leaf265
361,WP_000058480.1,WP_077034809.1,24.543,383,260,12,24,393,20,386,7.54e-18,91.3,45.95,1855730,Pelomonas sp. KK5
362,WP_000058480.1,WP_132576264.1,23.167,341,248,6,21,355,18,350,1.11e-17,90.9,48.97,304,Pelomonas saccharophila
363,WP_000058480.1,WP_075585668.1,21.099,455,338,7,2,439,11,461,1.43e-17,90.5,43.08,81479,Rhodoferax antarcticus
364,WP_000058480.1,WP_158558839.1,23.544,412,298,7,2,404,7,410,1.52e-17,90.1,45.63,2184758,Rhodoferax sp. IMCC26218
365,WP_000058480.1,WP_142817751.1,22.876,306,226,4,31,332,27,326,3.67e-17,89.0,47.39,2509614,Rhodoferax sediminis
366,WP_000058480.1,WP_135250362.1,22.671,322,240,2,3,320,5,321,6.75e-17,88.6,47.52,2530451,Ramlibacter sp. 18x22-1
367,WP_000058480.1,WP_180126266.1,21.636,379,279,6,12,382,2,370,1.69e-16,87.0,42.22,2576062,Rhodoferax sp. BLA1
368,WP_000058480.1,WP_145544877.1,19.718,355,281,2,2,356,7,357,1.92e-16,87.0,42.54,436515,Variovorax boronicumulans
369,WP_000058480.1,WP_159594010.1,22.368,304,234,2,31,334,15,316,3.04e-16,86.3,43.75,2651974,Hydrogenophaga sp. BPS33
370,WP_000058480.1,WP_199595211.1,20.851,470,338,10,24,477,21,472,3.81e-16,85.9,44.89,2663801,Pelomonas sp. OAE585
371,WP_000058480.1,WP_162243732.1,21.716,373,279,4,29,394,10,376,4.42e-16,85.9,45.31,1736365,Ramlibacter sp. Leaf400
372,WP_000058480.1,WP_013900408.1,25.369,339,229,7,2,330,8,332,4.62e-16,85.9,48.38,94132,Ramlibacter tataouinensis
373,WP_000058480.1,WP_189685149.1,21.605,324,226,4,24,335,1,308,4.71e-16,85.5,44.44,747304,Pseudorhodoferax aquiterrae
374,WP_000058480.1,WP_201170676.1,23.824,340,221,5,12,332,15,335,1e-15,84.7,43.82,502333,Ramlibacter ginsenosidimutans
375,WP_000058480.1,WP_119352641.1,22.09,335,251,4,31,361,34,362,1.31e-15,84.3,45.07,2259674,Calidifontimicrobium sediminis
376,WP_000058480.1,WP_132573628.1,22.324,327,239,5,3,321,6,325,4.35e-15,82.8,44.95,304,Pelomonas saccharophila
377,WP_000058480.1,WP_201676795.1,22.108,389,255,7,32,398,21,383,4.44e-15,82.8,42.67,1926872,Ramlibacter monticola
378,WP_000058480.1,WP_022772781.1,23.295,352,252,6,2,343,3,346,4.86e-15,82.8,42.9,1436290,Candidatus Symbiobacter mobilis
379,WP_000058480.1,WP_157979418.1,22.045,313,234,4,24,332,20,326,5.54e-15,82.4,46.96,2109322,Rhodoferax sp. OTU1
380,WP_000058480.1,WP_092698055.1,23.203,306,225,6,31,332,19,318,7.14e-15,82.0,46.08,592050,Acidovorax soli
381,WP_000058480.1,WP_157397482.1,21.958,337,249,4,2,332,8,336,7.31e-15,82.0,45.7,2617605,unclassified Ramlibacter
382,WP_000058480.1,WP_148238006.1,23.81,483,292,14,31,477,19,461,8.21e-15,82.0,41.2,179636,Alicycliphilus denitrificans
383,WP_000058480.1,WP_176955157.1,21.382,304,233,2,31,332,27,326,1.21e-14,81.3,47.37,1855285,Albidiferax sp. OV413
384,WP_000058480.1,WP_082551254.1,21.283,343,253,6,2,335,3,337,1.35e-14,81.3,44.31,1736315,Pseudorhodoferax sp. Leaf265
385,WP_000058480.1,WP_116607542.1,21.382,304,233,2,31,332,27,326,1.6e-14,80.9,47.37,2135500,Rhodoferax sp. YR267
386,WP_000058480.1,WP_172221459.1,24.316,329,228,6,12,330,15,332,2.13e-14,80.5,48.33,2735555,Caenimonas soli
387,WP_000058480.1,WP_174862438.1,24.515,412,275,12,26,418,28,422,2.54e-14,80.1,44.9,1194168,Comamonas jiangduensis
388,WP_000058480.1,WP_201684074.1,22.781,338,239,6,2,330,8,332,3.31e-14,80.1,45.56,2801330,Ramlibacter sp. AW1
389,WP_000058480.1,WP_196988621.1,24.251,334,239,5,2,330,8,332,5.17e-14,79.3,46.11,2793270,Caenimonas sp. DR4.4
390,WP_000058480.1,WP_189686882.1,21.698,424,310,8,2,410,6,422,1.15e-13,78.6,43.4,747304,Pseudorhodoferax aquiterrae
391,WP_000058480.1,WP_005793185.1,21.194,335,228,8,4,322,8,322,1.45e-13,78.2,44.78,47920,Acidovorax delafieldii
392,WP_000058480.1,WP_105261125.1,21.918,365,266,5,2,358,4,357,1.86e-13,77.8,44.38,2094194,Rhodoferax sp. TS-BS-61-7
393,WP_000058480.1,WP_094098798.1,22.857,315,215,8,31,332,28,327,2.18e-13,77.4,45.08,553814,Acidovorax carolinensis
394,WP_000058480.1,WP_024813223.1,24.183,306,222,6,31,332,19,318,3.37e-13,77.0,45.42,1276755,Acidovorax sp. JHL-3
